model_name,dataset,train_size,repetition,accuracy,precision_macro,recall_macro,f1_macro,max_depth
Árvore de Decisão,Iris,0.7,9,0.9130434782608695,0.9298245614035089,0.9111111111111111,0.9095022624434389,5
Árvore de Decisão,Iris,0.7,10,0.9130434782608695,0.9298245614035089,0.9166666666666666,0.9131652661064426,5
Árvore de Decisão,Iris,0.7,1,0.9782608695652174,0.9791666666666666,0.9777777777777779,0.9777530589543938,None
Árvore de Decisão,Iris,0.7,2,0.9782608695652174,0.9803921568627452,0.9777777777777779,0.9784047370254267,None
Árvore de Decisão,Iris,0.7,3,0.9782608695652174,0.9791666666666666,0.9777777777777779,0.9777530589543938,None
Árvore de Decisão,Iris,0.7,4,0.9347826086956522,0.9369747899159663,0.9347222222222222,0.9352142110762801,None
Árvore de Decisão,Iris,0.7,5,0.9782608695652174,0.9803921568627452,0.9777777777777779,0.9784047370254267,None
Árvore de Decisão,Iris,0.7,6,0.9347826086956522,0.9369747899159663,0.9347222222222222,0.9352142110762801,None
Árvore de Decisão,Iris,0.7,7,0.9130434782608695,0.9138888888888889,0.9138888888888889,0.9138888888888889,None
Árvore de Decisão,Iris,0.7,8,0.9130434782608695,0.9111111111111111,0.9111111111111111,0.9111111111111111,None
Árvore de Decisão,Iris,0.7,9,0.9130434782608695,0.9298245614035089,0.9111111111111111,0.9095022624434389,None
Árvore de Decisão,Iris,0.7,10,0.9130434782608695,0.9298245614035089,0.9166666666666666,0.9131652661064426,None
Árvore de Decisão,Iris,0.8,1,0.9333333333333333,0.9444444444444445,0.9333333333333332,0.9326599326599326,3
Árvore de Decisão,Iris,0.8,2,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778613,3
Árvore de Decisão,Iris,0.8,3,0.9333333333333333,0.9444444444444445,0.9333333333333332,0.9326599326599326,3
Árvore de Decisão,Iris,0.8,4,0.8666666666666667,0.875,0.8666666666666667,0.8653198653198654,3
Árvore de Decisão,Iris,0.8,5,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778612,3
Árvore de Decisão,Iris,0.8,6,0.9,0.9023569023569024,0.9,0.899749373433584,3
Árvore de Decisão,Iris,0.8,7,0.9,0.923076923076923,0.9,0.8976982097186701,3
Árvore de Decisão,Iris,0.8,8,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778613,3
Árvore de Decisão,Iris,0.8,9,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778612,3
Árvore de Decisão,Iris,0.8,10,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778612,3
Árvore de Decisão,Iris,0.8,1,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778613,5
Árvore de Decisão,Iris,0.8,2,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778613,5
Árvore de Decisão,Iris,0.8,3,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778612,5
Árvore de Decisão,Iris,0.8,4,0.9,0.9023569023569024,0.9,0.899749373433584,5
Árvore de Decisão,Iris,0.8,5,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778612,5
Árvore de Decisão,Iris,0.8,6,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,5
Árvore de Decisão,Iris,0.8,7,0.9,0.9023569023569024,0.9,0.899749373433584,5
Árvore de Decisão,Iris,0.8,8,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,5
Árvore de Decisão,Iris,0.8,9,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778612,5
Árvore de Decisão,Iris,0.8,10,0.9,0.9023569023569024,0.9,0.899749373433584,5
Árvore de Decisão,Iris,0.8,1,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778613,None
Árvore de Decisão,Iris,0.8,2,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778613,None
Árvore de Decisão,Iris,0.8,3,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778612,None
Árvore de Decisão,Iris,0.8,4,0.9,0.9023569023569024,0.9,0.899749373433584,None
Árvore de Decisão,Iris,0.8,5,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778612,None
Árvore de Decisão,Iris,0.8,6,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778612,None
Árvore de Decisão,Iris,0.8,7,0.8666666666666667,0.875,0.8666666666666666,0.8653198653198654,None
Árvore de Decisão,Iris,0.8,8,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,None
Árvore de Decisão,Iris,0.8,9,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778612,None
Árvore de Decisão,Iris,0.8,10,0.9,0.9023569023569024,0.9,0.899749373433584,None
Árvore de Decisão,Wine,0.6,1,0.8055555555555556,0.8449798482693219,0.7981195805605971,0.8119064398134165,3
Árvore de Decisão,Wine,0.6,2,0.8472222222222222,0.8576388888888888,0.8385259124823553,0.8454462659380692,3
Árvore de Decisão,Wine,0.6,3,0.9305555555555556,0.9509803921568628,0.9232456140350878,0.9328042328042327,3
Árvore de Decisão,Wine,0.6,4,0.8611111111111112,0.8706662489557226,0.8609850776366202,0.8638801009810501,3
Árvore de Decisão,Wine,0.6,5,0.9305555555555556,0.9357142857142856,0.9425287356321839,0.9343654249314627,3
Árvore de Decisão,Wine,0.6,6,0.875,0.8766233766233767,0.8905021173623714,0.8748850384431446,3
Árvore de Decisão,Wine,0.6,7,0.8888888888888888,0.8893961352657005,0.9056513409961685,0.889550095530162,3
Árvore de Decisão,Wine,0.6,8,0.9305555555555556,0.9280348860657391,0.9280348860657391,0.9280348860657391,3
Árvore de Decisão,Wine,0.6,9,0.9583333333333334,0.9545454545454546,0.9655172413793104,0.9574279379157428,3
Árvore de Decisão,Wine,0.6,10,0.875,0.8730827067669172,0.8784029038112523,0.8723446793622233,3
Árvore de Decisão,Wine,0.6,1,0.8333333333333334,0.8548803249890207,0.8282919943537003,0.8382194332777724,5
Árvore de Decisão,Wine,0.6,2,0.8333333333333334,0.8361643550984365,0.827031659608792,0.8309756565075714,5
Árvore de Decisão,Wine,0.6,3,0.9305555555555556,0.9509803921568628,0.9232456140350878,0.9328042328042327,5
Árvore de Decisão,Wine,0.6,4,0.875,0.8886784511784512,0.8748739665255093,0.8803143842345552,5
Árvore de Decisão,Wine,0.6,5,0.9166666666666666,0.9206349206349206,0.9310344827586207,0.9192307692307692,5
Árvore de Decisão,Wine,0.6,6,0.875,0.8766233766233767,0.8905021173623714,0.8748850384431446,5
Árvore de Decisão,Wine,0.6,7,0.875,0.8753476796955058,0.8905021173623714,0.8739495798319328,5
Árvore de Decisão,Wine,0.6,8,0.9444444444444444,0.9595959595959597,0.9334795321637427,0.942830996502925,5
Árvore de Decisão,Wine,0.6,9,0.9444444444444444,0.9412121212121213,0.9540229885057471,0.9441156769844342,5
Árvore de Decisão,Wine,0.6,10,0.8611111111111112,0.8621193789070377,0.8669086509376891,0.8593181065872227,5
Árvore de Decisão,Wine,0.6,1,0.8333333333333334,0.8548803249890207,0.8282919943537003,0.8382194332777724,None
Árvore de Decisão,Wine,0.6,2,0.8333333333333334,0.8361643550984365,0.827031659608792,0.8309756565075714,None
Árvore de Decisão,Wine,0.6,3,0.9305555555555556,0.9509803921568628,0.9232456140350878,0.9328042328042327,None
Árvore de Decisão,Wine,0.6,4,0.875,0.8886784511784512,0.8748739665255093,0.8803143842345552,None
Árvore de Decisão,Wine,0.6,5,0.9166666666666666,0.9206349206349206,0.9310344827586207,0.9192307692307692,None
Árvore de Decisão,Wine,0.6,6,0.875,0.8766233766233767,0.8905021173623714,0.8748850384431446,None
Árvore de Decisão,Wine,0.6,7,0.875,0.8753476796955058,0.8905021173623714,0.8739495798319328,None
Árvore de Decisão,Wine,0.6,8,0.9444444444444444,0.9595959595959597,0.9334795321637427,0.942830996502925,None
Árvore de Decisão,Wine,0.6,9,0.9444444444444444,0.9412121212121213,0.9540229885057471,0.9441156769844342,None
Árvore de Decisão,Wine,0.6,10,0.8888888888888888,0.8906265664160401,0.8959467634603752,0.8898885390113461,None
Árvore de Decisão,Wine,0.7,1,0.9074074074074074,0.9122174122174123,0.9052910052910054,0.9082390329383112,3
Árvore de Decisão,Wine,0.7,2,0.9444444444444444,0.9439814814814814,0.9497354497354498,0.9463385494069995,3
Árvore de Decisão,Wine,0.7,3,0.9444444444444444,0.9482456140350877,0.9497354497354498,0.9485827290705341,3
Árvore de Decisão,Wine,0.7,4,0.8518518518518519,0.8663324979114453,0.8624338624338624,0.8556255835667601,3
Árvore de Decisão,Wine,0.7,5,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144,3
Árvore de Decisão,Wine,0.7,6,0.8888888888888888,0.8871345029239767,0.8920634920634921,0.8880116959064327,3
Árvore de Decisão,Wine,0.7,7,0.8888888888888888,0.8886595573902075,0.8994708994708995,0.8921296296296296,3
Árvore de Decisão,Wine,0.7,8,0.9259259259259259,0.9356884057971014,0.9285714285714285,0.9286412512218964,3
Árvore de Decisão,Wine,0.7,9,0.8148148148148148,0.8478431372549019,0.8116402116402117,0.8238325281803544,3
Árvore de Decisão,Wine,0.7,10,0.9074074074074074,0.919047619047619,0.9079365079365079,0.9098990440453857,3
Árvore de Decisão,Wine,0.7,1,0.9444444444444444,0.9583333333333334,0.9407407407407407,0.9466756817669597,5
Árvore de Decisão,Wine,0.7,2,0.9444444444444444,0.9439814814814814,0.9497354497354498,0.9463385494069995,5
Árvore de Decisão,Wine,0.7,3,0.9444444444444444,0.9482456140350877,0.9497354497354498,0.9485827290705341,5
Árvore de Decisão,Wine,0.7,4,0.9074074074074074,0.9131578947368421,0.9126984126984127,0.9060910395200209,5
Árvore de Decisão,Wine,0.7,5,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814,5
Árvore de Decisão,Wine,0.7,6,0.8888888888888888,0.8871345029239767,0.8920634920634921,0.8880116959064327,5
Árvore de Decisão,Wine,0.7,7,0.9074074074074074,0.9046783625730995,0.9079365079365079,0.9058961400424815,5
Árvore de Decisão,Wine,0.7,8,0.9444444444444444,0.9488636363636364,0.947089947089947,0.9463836547372138,5
Árvore de Decisão,Wine,0.7,9,0.8703703703703703,0.9022435897435898,0.8619047619047618,0.8741018866175311,5
Árvore de Decisão,Wine,0.7,10,0.8888888888888888,0.8975638740344621,0.8984126984126984,0.891812865497076,5
Árvore de Decisão,Wine,0.7,1,0.9444444444444444,0.9583333333333334,0.9407407407407407,0.9466756817669597,None
Árvore de Decisão,Wine,0.7,2,0.9444444444444444,0.9439814814814814,0.9497354497354498,0.9463385494069995,None
Árvore de Decisão,Wine,0.7,3,0.9444444444444444,0.9482456140350877,0.9497354497354498,0.9485827290705341,None
Árvore de Decisão,Wine,0.7,4,0.9074074074074074,0.9173060528559249,0.9100529100529101,0.9071969696969697,None
Árvore de Decisão,Wine,0.7,5,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814,None
Árvore de Decisão,Wine,0.7,6,0.8888888888888888,0.8871345029239767,0.8920634920634921,0.8880116959064327,None
Árvore de Decisão,Wine,0.7,7,0.9074074074074074,0.9046783625730995,0.9079365079365079,0.9058961400424815,None
Árvore de Decisão,Wine,0.7,8,0.9444444444444444,0.9488636363636364,0.947089947089947,0.9463836547372138,None
Árvore de Decisão,Wine,0.7,9,0.7962962962962963,0.8133283785457698,0.7957671957671959,0.8025493025493026,None
Árvore de Decisão,Wine,0.7,10,0.8888888888888888,0.8975638740344621,0.8984126984126984,0.891812865497076,None
Árvore de Decisão,Wine,0.8,1,0.8055555555555556,0.8888888888888888,0.7999999999999999,0.8046783625730994,3
Árvore de Decisão,Wine,0.8,2,0.9166666666666666,0.9252525252525253,0.9206349206349206,0.9220389805097451,3
Árvore de Decisão,Wine,0.8,3,0.9444444444444444,0.9484126984126985,0.9484126984126985,0.9484126984126985,3
Árvore de Decisão,Wine,0.8,4,0.9166666666666666,0.9411764705882352,0.9055555555555556,0.9162121448236454,3
Árvore de Decisão,Wine,0.8,5,0.9722222222222222,0.9696969696969697,0.9761904761904763,0.9717813051146384,3
Árvore de Decisão,Wine,0.8,6,0.8611111111111112,0.8641025641025641,0.8674603174603175,0.8649382716049382,3
Árvore de Decisão,Wine,0.8,7,0.8888888888888888,0.8968253968253969,0.9047619047619048,0.8885003885003885,3
Árvore de Decisão,Wine,0.8,8,0.9166666666666666,0.9252525252525253,0.9206349206349206,0.9193411952032641,3
Árvore de Decisão,Wine,0.8,9,0.9722222222222222,0.9696969696969697,0.9761904761904763,0.9717813051146384,3
Árvore de Decisão,Wine,0.8,10,0.9166666666666666,0.9411764705882352,0.9055555555555556,0.9162121448236454,3
Árvore de Decisão,Wine,0.8,1,0.8888888888888888,0.907843137254902,0.8833333333333333,0.8895920152286876,5
Árvore de Decisão,Wine,0.8,2,0.9166666666666666,0.9277777777777777,0.915079365079365,0.9201956039524096,5
Árvore de Decisão,Wine,0.8,3,0.9444444444444444,0.9484126984126985,0.9484126984126985,0.9484126984126985,5
Árvore de Decisão,Wine,0.8,4,0.9166666666666666,0.9411764705882352,0.9055555555555556,0.9162121448236454,5
Árvore de Decisão,Wine,0.8,5,0.9444444444444444,0.9440559440559441,0.9523809523809524,0.9451526251526251,5
Árvore de Decisão,Wine,0.8,6,0.8055555555555556,0.8185185185185185,0.8063492063492065,0.8113530953821334,5
Árvore de Decisão,Wine,0.8,7,0.8611111111111112,0.8564102564102564,0.8619047619047618,0.8582716049382716,5
Árvore de Decisão,Wine,0.8,8,0.8888888888888888,0.8917748917748917,0.8968253968253969,0.8930296756383713,5
Árvore de Decisão,Wine,0.8,9,0.9722222222222222,0.9696969696969697,0.9761904761904763,0.9717813051146384,5
Árvore de Decisão,Wine,0.8,10,0.8888888888888888,0.9097222222222222,0.8817460317460318,0.8907407407407407,5
Árvore de Decisão,Wine,0.8,1,0.8888888888888888,0.907843137254902,0.8833333333333333,0.8895920152286876,None
Árvore de Decisão,Wine,0.8,2,0.9444444444444444,0.9583333333333334,0.9388888888888888,0.9457411645054665,None
Árvore de Decisão,Wine,0.8,3,0.9444444444444444,0.9484126984126985,0.9484126984126985,0.9484126984126985,None
Árvore de Decisão,Wine,0.8,4,0.9166666666666666,0.9411764705882352,0.9055555555555556,0.9162121448236454,None
Árvore de Decisão,Wine,0.8,5,0.9444444444444444,0.9440559440559441,0.9523809523809524,0.9451526251526251,None
Árvore de Decisão,Wine,0.8,6,0.8055555555555556,0.8185185185185185,0.8063492063492065,0.8113530953821334,None
Árvore de Decisão,Wine,0.8,7,0.8611111111111112,0.8564102564102564,0.8619047619047618,0.8582716049382716,None
Árvore de Decisão,Wine,0.8,8,0.8888888888888888,0.8917748917748917,0.8968253968253969,0.8930296756383713,None
Árvore de Decisão,Wine,0.8,9,0.9722222222222222,0.9696969696969697,0.9761904761904763,0.9717813051146384,None
Árvore de Decisão,Wine,0.8,10,0.8888888888888888,0.9097222222222222,0.8817460317460318,0.8907407407407407,None
