model_name,dataset,train_size,repetition,accuracy,precision_macro,recall_macro,f1_macro,k
k-NN,Wine,0.8,6,0.9722222222222222,0.9743589743589745,0.9761904761904763,0.974320987654321,3
k-NN,Wine,0.8,7,0.9444444444444444,0.9440559440559441,0.9523809523809524,0.9451526251526251,3
k-NN,Wine,0.8,8,0.9722222222222222,0.9696969696969697,0.9761904761904763,0.9717813051146384,3
k-NN,Wine,0.8,9,0.9444444444444444,0.9440559440559441,0.9523809523809524,0.9451526251526251,3
k-NN,Wine,0.8,10,1.0,1.0,1.0,1.0,3
k-NN,Wine,0.8,1,0.9444444444444444,0.9440559440559441,0.9523809523809524,0.9451526251526251,5
k-NN,Wine,0.8,2,0.9722222222222222,0.9696969696969697,0.9761904761904763,0.9717813051146384,5
k-NN,Wine,0.8,3,0.9722222222222222,0.9743589743589745,0.9761904761904763,0.974320987654321,5
k-NN,Wine,0.8,4,0.9722222222222222,0.9696969696969697,0.9761904761904763,0.9717813051146384,5
k-NN,Wine,0.8,5,0.9722222222222222,0.9696969696969697,0.9761904761904763,0.9717813051146384,5
k-NN,Wine,0.8,6,0.9722222222222222,0.9743589743589745,0.9761904761904763,0.974320987654321,5
k-NN,Wine,0.8,7,0.9166666666666666,0.9220779220779222,0.9285714285714285,0.9184859584859586,5
k-NN,Wine,0.8,8,1.0,1.0,1.0,1.0,5
k-NN,Wine,0.8,9,0.9722222222222222,0.9696969696969697,0.9761904761904763,0.9717813051146384,5
k-NN,Wine,0.8,10,1.0,1.0,1.0,1.0,5
k-NN,Wine,0.8,1,1.0,1.0,1.0,1.0,7
k-NN,Wine,0.8,2,1.0,1.0,1.0,1.0,7
k-NN,Wine,0.8,3,0.9166666666666666,0.9220779220779222,0.9285714285714285,0.9184859584859586,7
k-NN,Wine,0.8,4,0.9722222222222222,0.9696969696969697,0.9761904761904763,0.9717813051146384,7
k-NN,Wine,0.8,5,0.9444444444444444,0.9440559440559441,0.9523809523809524,0.9451526251526251,7
k-NN,Wine,0.8,6,0.9722222222222222,0.9743589743589745,0.9761904761904763,0.974320987654321,7
k-NN,Wine,0.8,7,0.9444444444444444,0.9440559440559441,0.9523809523809524,0.9451526251526251,7
k-NN,Wine,0.8,8,0.9722222222222222,0.9696969696969697,0.9761904761904763,0.9717813051146384,7
k-NN,Wine,0.8,9,0.9444444444444444,0.9440559440559441,0.9523809523809524,0.9451526251526251,7
k-NN,Wine,0.8,10,1.0,1.0,1.0,1.0,7
k-NN,Wine,0.8,1,0.9722222222222222,0.9743589743589745,0.9761904761904763,0.974320987654321,9
k-NN,Wine,0.8,2,0.9722222222222222,0.9743589743589745,0.9761904761904763,0.974320987654321,9
k-NN,Wine,0.8,3,0.9444444444444444,0.9523809523809524,0.9523809523809524,0.9487179487179488,9
k-NN,Wine,0.8,4,0.9722222222222222,0.9696969696969697,0.9761904761904763,0.9717813051146384,9
k-NN,Wine,0.8,5,0.9444444444444444,0.9440559440559441,0.9523809523809524,0.9451526251526251,9
k-NN,Wine,0.8,6,0.9722222222222222,0.9743589743589745,0.9761904761904763,0.974320987654321,9
k-NN,Wine,0.8,7,0.9444444444444444,0.9440559440559441,0.9523809523809524,0.9451526251526251,9
k-NN,Wine,0.8,8,1.0,1.0,1.0,1.0,9
k-NN,Wine,0.8,9,0.9444444444444444,0.9440559440559441,0.9523809523809524,0.9451526251526251,9
k-NN,Wine,0.8,10,1.0,1.0,1.0,1.0,9
